id,created_at,updated_at,code,fabric_weave,currency,supplier_id,price,name,fabric_blend_one,fabric_blend_one_percent,fabric_blend_two,fabric_blend_two_percent,fabric_blend_three,fabric_blend_three_percent,weight,weight_unit,end_use/0,end_use/1,end_use/2,fabric_type,price_unit,status,deleted_at,only_for_brands/0,published,description,dispatch_time_sample,factory_location,construction,width,width_unit,finishing,properties/0,dispatch_time_mass_quantity_min,dispatch_time_mass_quantity_max,origin,colour,tsa_stamps,minimal_order_quantity,crowd_source_available,moq_details,uuid,notify_fc_team,moq,swatch_price,swatch_quantity,archived_at,end_use/3,end_use/4,only_for_brands/1,properties/1,properties/2,properties/3,properties/4,properties/5,properties/6,properties/7,only_for_brands/2,end_use/5,properties/8,only_for_brands/3,only_for_brands/4,only_for_brands/5,only_for_brands/6,only_for_brands/7,end_use/6,end_use/7,only_for_brands/8,only_for_brands/9,only_for_brands/10,only_for_brands/11,only_for_brands/12,only_for_brands/13,only_for_brands/14,only_for_brands/15,only_for_brands/16,only_for_brands/17,only_for_brands/18,only_for_brands/19,only_for_brands/20,only_for_brands/21,only_for_brands/22
2253,2021-04-13T14:32:14.096Z,2021-07-28T08:59:59.993Z,C201069,Ripstop,EUR,23,11.9,XXXXXXXXXXganic Cotton,Organic Cotton,100,,,,,310,g/m2,Coat,Jacket,Pants,Woven,m,public,,,TRUE,,5-7 days,Italy,,144,cm,,,63,70,,,,0,,,d1c3ebfe-2633-4df0-b2ed-7877f6d3b639,FALSE,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,2020-01-30T10:24:36.482Z,2021-06-18T04:11:19.866Z,Checkered Stripes,,USD,25,13.52,XXXXXXXXXXStripes TENCEL,TENCEL Lyocell,100,,,,,,g/m2,Dress,Pants,Skirt,Handwoven,m,public,,,TRUE,"TENCEL™ Lyocell fibres are derived from sustainable wood sources, harvested from certified and controlled sources following stringent guidelines of the Lenzing Wood and Pulp Policy. TENCEL™ Lyocell fibres are produced in an environmentally responsible closed loop production process based on solvent-spinning. There might be variation in appearance of the fabric as it is handwoven. Fabric width, design, weave, colour can be customised.",30,India,,112,cm,,,45,50,virtualexpo,"black, blue & biege","Wat, En, WASTE, Ethical",50,,,e3a87dbd-2844-42d2-ad3d-32475206b46a,FALSE,50,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,2020-06-04T14:11:02.191Z,2021-05-11T12:31:46.481Z,Low MOQ Sr 11,Plain,USD,27,1.8,XXXXXXXXXXtton (40sx40s/136x70),Organic Cotton,100,,,,,134,g/m2,Shirt,,,Woven,m,public,,,TRUE,NO LEAD TIMES – ALWAYS IN STOCK (GREIGE AND RFD). Yarn Type: Compact X Combed,5-7 days,India,,112,cm,,,5,7,,,,150,,,c938b0d1-a70f-4b35-9563-ab1a1b5ba425,FALSE,150,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,2021-04-30T09:47:50.602Z,2021-07-29T15:00:06.378Z,CIAO/ORG,Terry,EUR,44,15.9,XXXXXXXXXXerry Organic Cotton,Organic Cotton,100,,0,,0,460,g/m2,Sweatshirt,Leggings / Yoga Pants,Blouse,Knit,m,public,,,TRUE,"Organic fibres are grown using a production system that replenishes the soil and maintains its fertility. No synthetic pesticides nor synthetic fertilizers are allowed, while at the same time contributing to biologically diverse agriculture. The organic cotton is certified by ICEA and Tessile Bio from AIAB association.",5-7 days,Italy,,130,cm,,,28,35,virtualexpo,,,50,FALSE,,8aaf3c7b-b2c7-42f6-b447-b51a47241fde,FALSE,50,2,36,,Tracksuit,Cardigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,2020-12-09T15:16:21.547Z,2021-06-19T04:39:06.515Z,#0014BK11B0000,,USD,67,32,XXXXXXXXXX0000,Recycled Cow Leather,60,Natural / Synthetic Latex,30,,,800,g/m2,Bags & Wallets,Shoes,,Leather / Skin,m,private,,Archive,TRUE,"This new material is made from recycled leather. At production stage,  recycled leather scraps are being shredded and then further processed into a new leather-like material. The leather scraps are obtained from garden gloves factories which are usually sent to landfill. FOR SAMPLE, PLEASE ORDER THE RECYC LEATHER SWATCH BOOK",3 days,China,Panel size: 135 cm x 110cm,135,cm,Contains 10% natural pigment.,,30,35,virtualexpo,,,300,,Unit: Per Panel. 2/3 colours assorted.,3b12dda3-66c6-4517-b0b1-8d8cc19881d6,FALSE,300,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,2021-01-25T07:56:14.979Z,2021-06-18T12:40:02.042Z,BP-RCHCR170PN0,Plain,USD,18,0,XXXXXXXXXXbased Polyester,Recycled Polyester,55,Bio-based Polyester,45,,,136,g/m2,,,,Woven,m,private,,MCM Worldwide,TRUE,,5-7 days,Taiwan,116T*76T/75D*150D,145,cm,Clear membrane,Durable Water Repellent (DWR),,,,,,0,,,dadfb18f-3e08-4c58-9e79-d4999ad2b2a3,FALSE,0,2,4,,,,Takalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,2020-12-02T21:31:08.008Z,2021-06-18T12:40:02.584Z,N66-NF53PK0,,USD,18,18.05,XXXXXXXXXXn Nylon,Nylon / Polyamide,100,,0,,0,77,g/m2,Hardshell Jacket,Jacket,,Woven,yard,public,,,TRUE,N66 Nylon,5-7 days,Taiwan,206T*180T/20D*20D,144,cm,"FC-FREE DWR+3LAYER+Xpore PFC FREE NANO POROUS MEMB 15K/10K(JIS A1)+NYLON 10D TRICOT (A/P 0.15ccs,ASTM D737)",Air Permeability,,,,,,3000,,"UNDER MOQ-->WEAVING SURCHARGE USD $200, MCQ:1000Y UNDER MCQ->DYEING SUCHARGE USD $200/COL",e5aa4dae-587e-4b7a-a258-fb3f939a81eb,FALSE,3000,2,8,,,,,Breathable,Durable Water Repellent (DWR),Moisture Permeability (M/P),Water Repellent (W/R),Waterproof (W/P),Light Weight,Wind Proof,,,,,,,,,,,,,,,,,,,,,,,,,
1944,2021-01-25T07:56:14.605Z,2021-06-18T12:40:03.028Z,NOP-712P44,Dobby,USD,18,0,XXXXXXXXXXn Elastane,Nylon / Polyamide,84,Elastane / OP / Spandex,16,,,85,g/m2,,,,Woven,m,private,,MCM Worldwide,TRUE,Recycled version available,5-7 days,Taiwan,193T*178T/(30D+20OP)*(30D+20OP+45D),137,cm,FC-FREE DWR,Durable Water Repellent (DWR),,,,,,0,,,220e2c8f-ec32-4d02-b50a-e4544bea358c,FALSE,0,2,4,,,,Takalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,2021-01-25T07:56:14.065Z,2021-06-18T12:40:04.271Z,RC112APQK,Ripstop,USD,18,18.05,XXXXXXXXXXtop Recycled Polyester,Recycled Polyester,100,,,,,98,g/m2,Hardshell Jacket,Jacket,,Woven,m,private,,Dimpora,TRUE,"22800m of greige fabric immediately available, shorter lead-time than usual",5-7 days,Taiwan,209T*158T/30D*30D,142,cm,C6 DWR+3LAYER+Xpore PFC FREE NANO POROUS MEMBRANE W/P 12000mm MVP 8000g/24H(JIS A1)PK334A,Breathable,,,,,,3000,FALSE,"UNDER MOQ-->WEAVING SURCHARGE USD $200, MCQ:1000Y UNDER MCQ->DYEING SUCHARGE USD $250/COL",a01c5b02-2492-49b7-a9e5-907f63455a68,FALSE,3000,2,4,,,,Takalar,Durable Water Repellent (DWR),Waterproof (W/P),,,,,,MCM Worldwide,,,,,,,,,,,,,,,,,,,,,,,,
2480,2021-06-17T16:07:31.921Z,2021-06-19T05:19:34.550Z,REOX 5016-PE,,USD,68,0,XXXXXXXXXXPE,Recycled Polyester,100,,,,,310,g/m2,,,,Woven,m,private,,,TRUE,,5 days,China,,144,cm,,,30,40,virtualexpo,,,3000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",M-240b9d2c15b6618-46-136,FALSE,3000,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,2020-06-30T23:27:24.331Z,2021-06-18T04:11:20.052Z,Dotted Diamond Weave,,USD,25,11.1,XXXXXXXXXXmond Weave Organic Cotton,Regenerative Organic Cotton,60,Hemp,40,,,115,g/m2,Blouse,Dress,Skirt,Handwoven,m,public,,,TRUE,"Oshadi is building a farm-to-closet supply chain that focuses on developing the rural village cotton economy in India. Built in collaboration with Fibreshed, regenerative organic cotton is grown based on “demand and supply” of cotton. Brand partners are allotted plots of land based on the volume of cotton required for production. This helps mitigate unnecessary textile waste, revive sustainable farming practices and facilitate fair income distribution throughout the textile supply chain.  One acre equals approximately 100 kilos of cotton per season. Crops can be better managed according to season, grown without the use of toxic pesticides or GMOs, and crops can by cycled (i.e. cotton is grown one season and natural dyes the next). The business model ensures long-term development for the farmers. Oshadi’s first brand partner for the project is Christy Dawn. This fabric is blended with GOTS certified yarn.",30,India,,,cm,,,45,50,virtualexpo,,,50,FALSE,,9aee92d7-69f4-4c71-828e-381357725a53,FALSE,50,2,0,,Scarves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,2020-11-30T08:40:03.334Z,2021-06-18T12:58:27.149Z,DR099,Jacquard,USD,21,0,XXXXXXXXXXecycled Polyester,Recycled Polyester,100,,,,,459,g/m2,,,,Woven,m,private,,,TRUE,Yarn dyed,5-7 days,Italy,,140,cm,,,,,,,,0,,,d18077c8-d496-47a8-b7cf-fa494b3d3742,FALSE,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,2021-06-17T16:07:31.937Z,2021-06-19T05:19:34.582Z,RESO 2318,,USD,68,0,XXXXXXXXXXolyester,Recycled Polyester,70,Polyester (PET),30,,,110,g/m2,Jacket,Shirt,Shorts,Woven,m,private,,,TRUE,Recycled PET bottles and retrieved polyester fibres are the most common raw materials used for recycled polyester.,5 days,China,75D*75D+50D,144,cm,P/D+C0 W/R,Water Repellent (W/R),30,40,virtualexpo,,,5000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",M-39ac2ebb691397-46-2ae,FALSE,5000,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,2021-06-17T16:07:32.054Z,2021-06-19T05:19:34.809Z,RKRE 1942,,USD,68,0,XXXXXXXXXX,Recycled Polyester,100,,,,,210,g/m2,,,,Woven,m,private,,,TRUE,,5 days,China,,144,cm,,,30,40,virtualexpo,,,3000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",M-240b9d58405ecdc-46-33e,FALSE,3000,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,2021-06-17T16:07:32.114Z,2021-06-19T05:19:34.903Z,RKRE 5068,Single Jersey,USD,68,0,XXXXXXXXXXsey Recycled Polyester,Recycled Polyester,84,Elastane / OP / Spandex,16,,,190,g/m2,Jacket,Pants,Leggings / Yoga Pants,Knit,m,private,,,TRUE,Recycled PET bottles and retrieved polyester fibres are the most common raw materials used for recycled polyester.,5 days,China,50D+40D,147,cm,P/D,,15,40,virtualexpo,,,5000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",M-240b9d314bd39a9-46-34f,FALSE,5000,2,12,,Sports Bra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2019-04-16T11:16:13.802Z,2021-07-27T14:27:46.645Z,S615385,,USD,4,2.55,XXXXXXXXXXeer Mesh Polyester Spandex,Polyester (PET),92,Elastane / OP / Spandex,8,,,126,g/m2,Sports Bra,Yoga Pants,,Knit,m,public,,,TRUE,,5-7 days,Taiwan,,152,cm,Wicking,Wicking (Quick Dry),,,,,,6000,,,7f9d246e-594e-414b-9383-cfc889126aaa,FALSE,6000,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,2021-06-17T16:07:32.216Z,2021-06-19T05:19:35.103Z,ROIS 0051,,USD,68,0,XXXXXXXXXX,Recycled Polyester,97,Elastane / OP / Spandex,3,,,135,g/m2,,,,Woven,m,private,,,TRUE,,5 days,China,,144,cm,,,30,40,virtualexpo,,,3000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",M-240b9d5a086d54a-46-685,FALSE,3000,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,2021-06-17T16:07:32.233Z,2021-06-19T05:19:35.133Z,ROME 0524-PU,Plain,USD,68,11,XXXXXXXXXXcled Polyester,Recycled Polyester,100,,,,,107,g/m2,Jacket,Pants,Shirt,Woven,m,public,,,TRUE,Recycled PET bottles and retrieved polyester fibres are the most common raw materials used for recycled polyester.,5 days,China,50D*50D,144,cm,'P/D+W/R+PU Coating,Water Repellent (W/R),30,40,virtualexpo,,,3000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",M-240b9d29460a935-46-729,FALSE,3000,2,12,,Skirt,Shorts,,Waterproof (W/P),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,2021-06-17T16:07:31.955Z,2021-06-19T05:19:34.618Z,RKFC 1886-BL3,,USD,68,0,XXXXXXXXXXBL3,Recycled Polyester,100,,,,,150,g/m2,,,,Woven,m,private,,,TRUE,,5 days,China,,142,cm,,,30,40,virtualexpo,,,3000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",M-39ac2ec17989fa-46-393,FALSE,3000,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,2020-06-30T23:27:24.349Z,2021-06-18T04:11:20.098Z,Double Gauze Checks,,USD,25,11.7,XXXXXXXXXXze Checks Organic Cotton,Regenerative Organic Cotton,100,,,,,170,g/m2,Dress,Pants,Skirt,Handwoven,m,public,,,TRUE,"Oshadi is building a farm-to-closet supply chain that focuses on developing the rural village cotton economy in India. Built in collaboration with Fibreshed, regenerative organic cotton is grown based on “demand and supply” of cotton. Brand partners are allotted plots of land based on the volume of cotton required for production. This helps mitigate unnecessary textile waste, revive sustainable farming practices and facilitate fair income distribution throughout the textile supply chain.  One acre equals approximately 100 kilos of cotton per season. Crops can be better managed according to season, grown without the use of toxic pesticides or GMOs, and crops can by cycled (i.e. cotton is grown one season and natural dyes the next). The business model ensures long-term development for the farmers. Oshadi’s first brand partner for the project is Christy Dawn. This fabric is blended with GOTS certified yarn.",30,India,,,cm,,,45,50,virtualexpo,,,50,FALSE,,f661dfe5-0e07-4121-bb02-5f937b27a961,FALSE,50,2,0,,Shirt,Blouse,,,,,,,,,,Scarves,,,,,,,,,,,,,,,,,,,,,,,
2597,2021-07-26T08:54:11.155Z,2021-07-26T08:54:11.155Z,C26669441,,USD,2,0,XXXXXXXXXXial,,,,,,,,g/m2,,,,,m,new,,,FALSE,,,,,,cm,,,,,,,,,,,1bcc2172-441b-4632-bd3d-a07c970b9936,FALSE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,2020-02-27T10:49:13.621Z,2021-06-18T12:40:04.329Z,RC259W20,Plain,USD,18,3.49,XXXXXXXXXXcled Polyester,Recycled Polyester,100,,,,,49,g/m2,Jacket,Puffer / Insulated Jacket,Softshell Jacket,Woven,m,public,,,TRUE,,5-7 days,Taiwan,175T*154T/30D*30D,142,cm,R3 FC-FREE DWR+ CIRE,Durable Water Repellent (DWR),,,,,,5000,,,044f750f-cd7a-458f-943d-60658b0b2017,FALSE,5000,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,2021-06-17T05:47:30.504Z,2021-07-27T14:40:53.240Z,beLEAF™ GREEN NATURAL MATTE CAMOUFLAGE,,EUR,54,36,XXXXXXXXXXGREEN NATURAL MATTE CAMOUFLAGE,BeLeaf,100,,,,,,g/m2,Bags & Wallets,Caps & Hats,Shoes,Leather / Skin,m,public,,,TRUE,"Nova Kaeru has also developed a vegan “leather” alternative called beLeaf™, derived from the large tropical plant leaves (called ‘Elephant Ear’) and tanned with an organic process. The tropical plant leaves are not monoculture, commercial crops – they are renewable resources that grow freely on the banks of forests and rivers. They are collected in sustainable areas near the Nova Kaeru facilities and planted together with reforestation farms. The close proximity of beLeaf™ production decreases the carbon footprint, and emissions are offset by the positive impact of reforestation, which provides oxygen to the atmosphere. In addition, organic waste from the tanning processes are composted and reused as soil nutrients to help protect biodiversity and waterways, and water from tanning is reused for irrigation of the plants. Nova Kaeru has developed its own organic, chrome-free tanning technology based on a blend of biodegradable acrylic resins, polymers, glutaraldehyde, synthetic & vegetable tannins. This more sustainable tanning approach leads to superior, quality materials free of heavy metals that are environmentally safe. PLEASE NOTE, THIS PRODUCT IS IRREGULAR IN SHAPE SO IT'S PRICED AND SOLD AS INDIVIDUAL PIECES - THE EXACT PRICE MIGHT VARY. THIS PRODUCT IS NOT AVAILABLE FOR SALE IN THE U.S.A.",1-5 days,Brazil,,,cm,,,45,50,virtualexpo,,,1,,,M-3959aeca254634-3b-d3,FALSE,1,2,0,,Jacket,Pants,,,,,,,,,,Skirt,,,,,,,,,,,,,,,,,,,,,,,
1817,2020-12-02T21:31:08.078Z,2021-06-18T12:40:03.264Z,NWP-006PIK,,USD,18,21.87,XXXXXXXXXXman Nylon Wool,Nylon / Polyamide,93,Wool,5,Elastane / OP / Spandex,2,208,g/m2,Hardshell Jacket,Jacket,,Woven,m,public,,,TRUE,Recycled version available,5-7 days,Taiwan,152T*94T/90D*(140D+400P+24S),127,cm,"C6 DWR+3LAYER+Xpore PFC FREE NANO POROUS MEMBRANE 15K/10K(JIS A1)+NYLON 10D TRICOT (A/P 0.08,ASTM D737)",Air Permeability,,,,,,3000,,"UNDER MOQ-->WEAVING SURCHARGE USD $200, MCQ:1000Y UNDER MCQ->DYEING SUCHARGE USD $300/COL",317a6da4-ed2c-4493-a2ac-8fa35bd5db43,FALSE,3000,2,2,,,,,Breathable,Durable Water Repellent (DWR),Anti-Odor,Anti-Bacterial,Moisture Permeability (M/P),Stretch,Waterproof (W/P),,,Wind Proof,,,,,,,,,,,,,,,,,,,,,,
2240,2021-04-08T11:31:47.083Z,2021-07-28T10:23:10.274Z,Organic Muslin Double Cloth,,USD,27,2.9,XXXXXXXXXXslin Double Cloth,Organic Cotton,100,,,,,125,g/m2,Shirt,,,Woven,m,public,,,TRUE,"GOTS certified Double Cloth Muslin Fabric, 125 GSM - 63"" Greige 

Best for making children products like Bibs, Swaddles, washcloths etc.

Can also be made on 120' wide width.",5-7 days,India,,160,cm,,,45,50,,,,1000,,,bbd72a1e-d211-49a2-950e-e628021d534e,FALSE,1000,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,2020-06-30T23:27:24.378Z,2021-06-18T04:11:20.235Z,Herringbone,Herringbone,USD,25,9.8,XXXXXXXXXXe Organic Cotton Hemp,Organic Cotton,60,Hemp,40,,,170,g/m2,Dress,Pants,Skirt,Handwoven,m,public,,,TRUE,"Organic fibres are grown using a production system that replenishes the soil and maintains its fertility. No synthetic pesticides nor synthetic fertilizers are allowed, while at the same time contributing to biologically diverse agriculture. There might be variation in appearance of the fabric as it is handwoven. Fabric width/ design/ weave/ colour can be customised.",30,India,,,cm,,,45,50,virtualexpo,,,50,FALSE,,6ea97d61-3c34-475f-9008-1a386f7321ac,FALSE,50,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,2020-02-27T10:49:13.780Z,2021-06-18T12:40:04.522Z,S66-NF03APFJ,Plain,USD,18,3.92,XXXXXXXXXXPlain Nylon,Nylon / Polyamide,100,,,,,103,g/m2,,,,Woven,m,public,,,FALSE,N66 Nylon. Supplex,5-7 days,Taiwan,114T*83T/78D*166D,147,cm,CRINKLE+WICKING,Durable Water Repellent (DWR),,,,,,0,,,9821addc-75a0-4b21-b049-b9e5d00af2bf,FALSE,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,2020-08-24T20:02:34.070Z,2021-06-18T12:40:04.586Z,TCM45139,Plain,USD,18,3.77,XXXXXXXXXXon Polyester 2,Cotton,67,Polyester (PET),33,,,125,g/m2,,,,Woven,m,private,,,TRUE,Recycled polyester version available. Polyester Bequem YA.,5-7 days,Taiwan,118T*73T/20S*75D,149,cm,DWR,Durable Water Repellent (DWR),60,65,,,,0,,,9d4469a9-1eb7-400b-84be-a081f36950dc,FALSE,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,2021-06-17T16:07:31.972Z,2021-06-19T05:19:34.651Z,RKNC 1260,Single Jersey,USD,68,0,XXXXXXXXXXsey Recycled Polyester,Recycled Nylon,76,Elastane / OP / Spandex,24,,,210,g/m2,Jacket,Pants,Leggings / Yoga Pants,Knit,m,private,,,TRUE,"This chemically recycled polyester is made from fabric offcuts, discarded clothes and textile waste. Recyctex cares about the life cycle of the fabric they create. Their own weaving mills and supply chain partners are powered by hydropower, wind-power, and solar electricity. Their baseline for yarn selection is that it must be 100% recycled material made from post-consumer and pre-consumer waste, and animal-free. More than 70% of recycled yarns are made locally from China. Only speciality recycled yarns, such as those made from ocean plastic, are imported from Taiwan, Spain and Italy. During the weaving process, yarn waste will be collected for recycling. They work with local yarn suppliers for spin-dyeing to reduce the consumption of water, dyestuff and energy.",5 days,China,40D + 40D,147,cm,Peaching+P/D+Moisture-wicking,Wicking (Quick Dry),25,40,virtualexpo,,,3000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",M-5bc7cd8429a0b-46-48d,FALSE,3000,2,12,,Sports Bra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,2021-06-01T08:29:41.445Z,2021-07-29T15:11:11.355Z,5421,Single Jersey,EUR,76,11.12,XXXXXXXXXXsey TENCEL Micro Modal Cotton Elastane,TENCEL Micro Modal,46,Supima Cotton,46,Elastane / OP / Spandex,8,170,g/m2,Underwear,,,Knit,m,public,,,TRUE,Micro technology gives extra soft handfeel,5-7 days,Portugal,,155,cm,Low chemical impact finishing,,49,56,,,,50,,,e86da50d-a24f-4943-9b06-f093fc838786,FALSE,50,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,2021-01-25T07:56:14.409Z,2021-06-18T12:40:03.703Z,PM0331AE5,Plain,USD,18,8.86,XXXXXXXXXXer Membrane Polyester,Polyester (PET),100,,,,,190,g/m2,,,,Woven,m,public,,,TRUE,,5-7 days,Taiwan,182T*125T/50D*50D,142,cm,P/D+SILVER MEMBRANE(FACE)+HIGH FREQUENCY(#4)+PS40G INSULATION 40G/M2+PM0194,,,,,,,2750,,MCQ: 920 meter. Order < MOQ requires weaving surcharge of US$150/order; Order <MCQ requires dyeing surcharge of $200/colour. BACKING MOQ/MCQ: 920 meter; under 920 meter require weaving surcharge of US$100/order & dyeing surcharge of US$150/colour,0a7689ad-776f-4f75-8270-c3fbbedc01d8,FALSE,2750,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,2021-06-17T16:07:32.428Z,2021-06-19T05:19:35.539Z,ROME 5319-PU,,USD,68,0,XXXXXXXXXXPU,Recycled Polyester,100,,,,,195,g/m2,,,,Woven,m,private,,,TRUE,,5 days,China,,144,cm,,,30,40,virtualexpo,,,3000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",M-240b9d2eb02dbda-46-46a,FALSE,3000,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,2021-04-13T14:32:14.265Z,2021-07-28T09:00:00.657Z,N261010,Plain,EUR,23,10.4,XXXXXXXXXXcled Nylon,Recycled Nylon,100,,,,,115,g/m2,Softshell Jacket,Jacket,,Woven,m,public,,,TRUE,Recycled yarn version possible for bulk orders,5-7 days,Italy,,148,cm,,,63,70,,,,0,,,cee5f4ef-8887-415a-aa49-7b325c79a05b,FALSE,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,2020-07-05T18:06:40.803Z,2021-06-18T12:40:01.630Z,BN-RC001W71,Ripstop,USD,18,4.6,XXXXXXXXXXo-based Nylon,Bio-based Nylon,100,,,,,82,g/m2,Puffer / Insulated Jacket,Softshell Jacket,,Woven,m,public,,,TRUE,"Microporous Breathable, Clear coating",5-7 days,Taiwan,174*106T/40D*70D,150,cm,"FC-Free DWR, W/P 200m MVP 6000g/24H, Abrasion ASTMD4966 under 12 kpA:50,00",Anti-Abrasion,85,90,,,,5000,FALSE,MCQ 100m (fixed surcharge apply),01fece5d-8312-47e0-b516-a3186b625e99,FALSE,5000,2,0,,,,,Durable Water Repellent (DWR),Water Repellent (W/R),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,2021-06-17T05:13:59.775Z,2021-07-27T14:16:40.241Z,289_69894,Embroidery / Lace,EUR,24,54.24,XXXXXXXXXXipure lace,Organic Cotton,100,,,,,,g/m2,Dress,Lingerie,Underwear,Other,m,public,,,TRUE,This Guipure lace is made with certified organic cotton threads (kbA). The production process is powered by hydropower and a minimal amount of water is used in the washing and colouring phase. There is no waste created in the embroidery stage.,3,Germany,,75,cm,low impact finishing,,5,7,virtualexpo,,,1,,,b6f5f8bf-9534-4dc5-b156-d2b5207e4651,FALSE,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,2020-06-30T23:27:24.465Z,2021-06-18T04:11:20.392Z,Natural-Indigo Pin-Stripes,,USD,25,6.2,XXXXXXXXXXdigo Pin-Stripes Cotton,Cotton,100,,,,,150,g/m2,Skirt,Dress,Pants,Handwoven,m,public,,,TRUE,"This textile is a handspun indigenous variety of Indian cotton with low-water consumption and naturally dyed using naturally fermented indigo. Employing skilled artisans for hand weaving reduces electricity consumption, fosters employment and reduces poverty and inequality in rural India. Fabric width, design, weave and colour can be customised, as well as multiple finishes available.",30,India,,112,cm,,,45,50,virtualexpo,,,50,FALSE,,a8438ceb-7a5f-42cf-be0d-72711197a7e8,FALSE,50,2,0,,Shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,2020-11-30T08:40:03.360Z,2021-06-18T12:58:27.171Z,52703,Twill,USD,21,0,XXXXXXXXXXcled Polyester,Recycled Polyester,100,,,,,253,g/m2,,,,Woven,m,private,,Archive,TRUE,Yarn dyed,5-7 days,Italy,,135,cm,,,,,,,,0,,,ff9958ab-9570-400a-a10b-9786bed3246f,FALSE,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
